lat,lon,isdisabled,time
34.16129685,-118.45861053333334,0,2022-06-05 16:56:19.243760+00:00
34.042057033333336,-118.25541686666665,0,2022-06-05 16:56:19.243760+00:00
34.0316391,-118.45243835000001,0,2022-06-05 16:56:19.243760+00:00
34.057315833333334,-118.42464446666666,0,2022-06-05 16:56:19.243760+00:00
33.998329166666664,-118.47348021666667,0,2022-06-05 16:56:19.243760+00:00
34.03320313333334,-118.35705566666665,0,2022-06-05 16:56:19.243760+00:00
34.07533333333333,-118.44108499999999,0,2022-06-05 16:56:19.243760+00:00
34.0235138,-118.24476623333334,0,2022-06-05 16:56:19.243760+00:00
34.1002655,-118.344841,0,2022-06-05 16:56:19.243760+00:00
34.05856323333333,-118.42178344999999,0,2022-06-05 16:56:19.243760+00:00
34.018486016666664,-118.30833435000001,0,2022-06-05 16:56:19.243760+00:00
33.99734878333334,-118.4799118,0,2022-06-05 16:56:19.243760+00:00
34.01950455,-118.40132141666666,0,2022-06-05 16:56:19.243760+00:00
34.059787750000005,-118.4446106,0,2022-06-05 16:56:19.243760+00:00
33.984210966666666,-118.39523315,0,2022-06-05 16:56:19.243760+00:00
34.05892945,-118.44347381666667,0,2022-06-05 16:56:19.243760+00:00
34.057441716666666,-118.42381286666665,0,2022-06-05 16:56:19.243760+00:00
34.15204966666667,-118.44760766666668,0,2022-06-05 16:56:19.243760+00:00
34.15201366666667,-118.44776816666666,0,2022-06-05 16:56:19.243760+00:00
34.06463166666666,-118.453575,0,2022-06-05 16:56:19.243760+00:00
33.981086733333335,-118.43937683333334,0,2022-06-05 16:56:19.243760+00:00
34.06377333333333,-118.31404833333333,0,2022-06-05 16:56:19.243760+00:00
34.06694793333334,-118.44359588333333,0,2022-06-05 16:56:19.243760+00:00
34.03040333333333,-118.28089166666665,0,2022-06-05 16:56:19.243760+00:00
34.026401666666665,-118.37188666666667,0,2022-06-05 16:56:19.243760+00:00
34.02638626666667,-118.37181091666667,0,2022-06-05 16:56:19.243760+00:00
34.101974483333336,-118.30937958333334,0,2022-06-05 16:56:19.243760+00:00
34.05413,-118.44061333333333,0,2022-06-05 16:56:19.243760+00:00
34.00315093333334,-118.42632293333332,0,2022-06-05 16:56:19.243760+00:00
34.020607000000005,-118.28066253333333,0,2022-06-05 16:56:19.243760+00:00
34.05275726666667,-118.30857848333332,0,2022-06-05 16:56:19.243760+00:00
34.06258773333333,-118.44404601666665,0,2022-06-05 16:56:19.243760+00:00
34.06548166666666,-118.36152566666667,0,2022-06-05 16:56:19.243760+00:00
34.055961616666664,-118.44365691666665,0,2022-06-05 16:56:19.243760+00:00
34.06279333333334,-118.30892999999999,0,2022-06-05 16:56:19.243760+00:00
